Unnamed: 0,Company Name,Location,Date,Year,Status Rocket,Status Mission
1241,NASA,USA,Fri Jul 23,1999,StatusRetired,Success
1242,VKS RF,Kazakhstan,Sat Jul 17,1999,StatusRetired,Success
1243,Boeing,USA,Sat Jul 10,1999,StatusRetired,Success
1244,VKS RF,Russia,Thu Jul 08,1999,StatusRetired,Success
1245,Boeing,USA,Thu Jun 24,1999,StatusRetired,Success
1246,Lockheed,California,Sun Jun 20,1999,StatusRetired,Success
1247,CASC,China,Fri Jun 11,1999,StatusActive,Success
1248,Boeing,USA,Thu Jun 10,1999,StatusRetired,Success
1249,ISRO,India,Sat May 29,1999,StatusRetired,Success
1250,NASA,USA,Thu May 27,1999,StatusRetired,Success
1251,Lockheed,California,Sat May 22,1999,StatusRetired,Success
1252,Northrop,California,Tue May 18,1999,StatusActive,Success
1253,CASC,China,Mon May 10,1999,StatusActive,Success
1254,Boeing,USA,Wed May 05,1999,StatusRetired,Failure
1255,Lockheed,USA,Fri Apr 30,1999,StatusRetired,Failure
1256,VKS RF,Russia,Wed Apr 28,1999,StatusRetired,Success
1257,Lockheed,California,Tue Apr 27,1999,StatusRetired,Failure
1258,Kosmotras,Kazakhstan,Wed Apr 21,1999,StatusRetired,Success
1259,Boeing,California,Thu Apr 15,1999,StatusRetired,Success
1260,ILS,USA,Mon Apr 12,1999,StatusRetired,Success
1261,Lockheed,USA,Fri Apr 09,1999,StatusRetired,Failure
1262,Arianespace,French Guiana,Fri Apr 02,1999,StatusRetired,Success
1263,Sea Launch,Pacific Ocean,Sun Mar 28,1999,StatusActive,Success
1264,Northrop,California,Fri Mar 05,1999,StatusActive,Success
1265,Arianespace,French Guiana,Fri Feb 26,1999,StatusRetired,Success
1266,Boeing,California,Tue Feb 23,1999,StatusRetired,Success
1267,ILS,USA,Tue Feb 16,1999,StatusRetired,Success
1268,Boeing,USA,Sun Feb 07,1999,StatusRetired,Success
1269,Lockheed,USA,Wed Jan 27,1999,StatusRetired,Success
1270,Boeing,USA,Sun Jan 03,1999,StatusRetired,Success
1271,VKS RF,Russia,Thu Dec 24,1998,StatusRetired,Success
1272,Arianespace,French Guiana,Tue Dec 22,1998,StatusRetired,Success
1273,CASC,China,Sat Dec 19,1998,StatusActive,Success
1274,Boeing,USA,Fri Dec 11,1998,StatusRetired,Success
1275,VKS RF,Russia,Thu Dec 10,1998,StatusRetired,Success
1276,Northrop,California,Sun Dec 06,1998,StatusActive,Success
1277,Arianespace,French Guiana,Sun Dec 06,1998,StatusRetired,Success
1278,NASA,USA,Fri Dec 04,1998,StatusRetired,Success
1279,Boeing,USA,Sun Nov 22,1998,StatusRetired,Success
1280,Boeing,California,Fri Nov 06,1998,StatusRetired,Success
1281,NASA,USA,Thu Oct 29,1998,StatusRetired,Success
1282,Arianespace,French Guiana,Wed Oct 28,1998,StatusRetired,Success
1283,Northrop,USA,Thu Oct 22,1998,StatusRetired,Success
1284,ESA,French Guiana,Wed Oct 21,1998,StatusRetired,Success
1285,Lockheed,USA,Tue Oct 20,1998,StatusRetired,Success
1286,ILS,USA,Fri Oct 09,1998,StatusRetired,Success
1287,Arianespace,French Guiana,Mon Oct 05,1998,StatusRetired,Success
1288,Northrop,California,Sat Oct 03,1998,StatusActive,Success
1289,VKS RF,Russia,Mon Sep 28,1998,StatusRetired,Success
1290,Northrop,Virginia,Wed Sep 23,1998,StatusActive,Success
1291,Arianespace,French Guiana,Wed Sep 16,1998,StatusRetired,Success
1292,VKS RF,Kazakhstan,Wed Sep 09,1998,StatusRetired,Failure
1293,Boeing,California,Tue Sep 08,1998,StatusRetired,Success
1294,KCST,North Korea,Mon Aug 31,1998,StatusRetired,Failure
1295,Boeing,USA,Thu Aug 27,1998,StatusRetired,Failure
1296,Arianespace,French Guiana,Tue Aug 25,1998,StatusRetired,Success
1297,Boeing,California,Mon Aug 24,1998,StatusRetired,Success
1298,CASC,China,Wed Aug 19,1998,StatusActive,Success
1299,RVSN USSR,Russia,Wed Aug 12,1998,StatusRetired,Success
1300,Lockheed,USA,Wed Aug 12,1998,StatusRetired,Failure
1301,Northrop,Virginia,Sun Aug 02,1998,StatusActive,Success
1302,VKS RF,Kazakhstan,Tue Jul 28,1998,StatusRetired,Success
1303,VKS RF,Kazakhstan,Fri Jul 10,1998,StatusRetired,Success
1304,SRC,Barents Sea,Tue Jul 07,1998,StatusRetired,Success
1305,ISAS,Japan,Fri Jul 03,1998,StatusRetired,Success
1306,VKS RF,Russia,Wed Jul 01,1998,StatusRetired,Success
1307,ILS,USA,Thu Jun 18,1998,StatusRetired,Success
1308,CASC,China,Thu Jun 18,1998,StatusActive,Success
1309,VKS RF,Russia,Mon Jun 15,1998,StatusRetired,Partial Failure
1310,Boeing,USA,Wed Jun 10,1998,StatusRetired,Success
1311,NASA,USA,Tue Jun 02,1998,StatusRetired,Success
1312,CASC,China,Sat May 30,1998,StatusActive,Success
1313,Boeing,California,Sun May 17,1998,StatusRetired,Success
1314,Lockheed,California,Wed May 13,1998,StatusRetired,Success
1315,Lockheed,USA,Sat May 09,1998,StatusRetired,Success
1316,VKS RF,Russia,Thu May 07,1998,StatusRetired,Success
1317,CASC,China,Sat May 02,1998,StatusActive,Success
1318,Arianespace,French Guiana,Tue Apr 28,1998,StatusRetired,Success
1319,Boeing,USA,Fri Apr 24,1998,StatusRetired,Success
1320,NASA,USA,Fri Apr 17,1998,StatusRetired,Success
1321,Northrop,California,Thu Apr 02,1998,StatusActive,Success
1322,Boeing,California,Mon Mar 30,1998,StatusRetired,Success
1323,CASC,China,Wed Mar 25,1998,StatusActive,Success
1324,Arianespace,French Guiana,Tue Mar 24,1998,StatusRetired,Success
1325,Lockheed,USA,Mon Mar 16,1998,StatusRetired,Success
1326,ILS,USA,Sat Feb 28,1998,StatusRetired,Success
1327,Arianespace,French Guiana,Fri Feb 27,1998,StatusRetired,Success
1328,Northrop,Virginia,Thu Feb 26,1998,StatusActive,Success
1329,MHI,Japan,Sat Feb 21,1998,StatusRetired,Partial Failure
1330,Boeing,California,Wed Feb 18,1998,StatusRetired,Success
1331,Boeing,USA,Sat Feb 14,1998,StatusRetired,Success
1332,Northrop,California,Tue Feb 10,1998,StatusActive,Success
1333,Arianespace,French Guiana,Wed Feb 04,1998,StatusRetired,Success
1334,Lockheed,USA,Thu Jan 29,1998,StatusRetired,Success
1335,IAI,Israel,Thu Jan 22,1998,StatusRetired,Failure
1336,NASA,USA,Thu Jan 22,1998,StatusRetired,Success
1337,Boeing,USA,Sat Jan 10,1998,StatusRetired,Success
1338,Lockheed,USA,Wed Jan 07,1998,StatusRetired,Success
1339,ILS,Kazakhstan,Wed Dec 24,1997,StatusRetired,Partial Failure
1341,Northrop,Virginia,Tue Dec 23,1997,StatusActive,Success
1342,Arianespace,French Guiana,Mon Dec 22,1997,StatusRetired,Success
1343,Boeing,California,Sat Dec 20,1997,StatusRetired,Success
1344,Arianespace,French Guiana,Fri Dec 12,1997,StatusRetired,Success
1345,VKS RF,Kazakhstan,Tue Dec 09,1997,StatusRetired,Success
1346,ILS,USA,Mon Dec 08,1997,StatusRetired,Success
1347,CASC,China,Mon Dec 08,1997,StatusActive,Success
1348,Arianespace,French Guiana,Tue Dec 02,1997,StatusRetired,Success
1349,MHI,Japan,Thu Nov 27,1997,StatusRetired,Success
1350,NASA,USA,Wed Nov 19,1997,StatusRetired,Success
1351,Boeing,California,Sun Nov 09,1997,StatusRetired,Success
1352,Lockheed,USA,Sat Nov 08,1997,StatusRetired,Success
1353,Boeing,USA,Thu Nov 06,1997,StatusRetired,Success
1354,AEB,Maranhão,Sun Nov 02,1997,StatusActive,Failure
1355,ESA,French Guiana,Thu Oct 30,1997,StatusRetired,Partial Failure
1356,Lockheed,USA,Sat Oct 25,1997,StatusRetired,Success
1357,Lockheed,California,Fri Oct 24,1997,StatusRetired,Success
1358,Northrop,Virginia,Wed Oct 22,1997,StatusActive,Success
1359,CASC,China,Thu Oct 16,1997,StatusActive,Success
1360,Lockheed,USA,Wed Oct 15,1997,StatusRetired,Success
1361,ILS,USA,Sun Oct 05,1997,StatusRetired,Success
1362,ISRO,India,Mon Sep 29,1997,StatusRetired,Partial Failure
1363,Boeing,California,Sat Sep 27,1997,StatusRetired,Success
1364,NASA,USA,Thu Sep 25,1997,StatusRetired,Success
1365,VKS RF,Russia,Wed Sep 24,1997,StatusRetired,Success
1366,Arianespace,French Guiana,Tue Sep 23,1997,StatusRetired,Success
1367,VKS RF,Russia,Tue Sep 23,1997,StatusRetired,Success
1368,ILS,USA,Thu Sep 04,1997,StatusRetired,Success
1369,Arianespace,French Guiana,Tue Sep 02,1997,StatusRetired,Success
1370,CASC,China,Mon Sep 01,1997,StatusActive,Success
1371,Northrop,California,Fri Aug 29,1997,StatusActive,Success
1372,Boeing,USA,Mon Aug 25,1997,StatusRetired,Success
1373,Lockheed,California,Sat Aug 23,1997,StatusRetired,Success
1374,Boeing,California,Thu Aug 21,1997,StatusRetired,Success
1375,CASC,China,Tue Aug 19,1997,StatusActive,Success
1376,Arianespace,French Guiana,Fri Aug 08,1997,StatusRetired,Success
1377,NASA,USA,Thu Aug 07,1997,StatusRetired,Success
1378,Northrop,Gran Canaria,Fri Aug 01,1997,StatusActive,Success
1379,ILS,USA,Mon Jul 28,1997,StatusRetired,Success
1380,Boeing,USA,Wed Jul 23,1997,StatusRetired,Success
1381,Boeing,California,Wed Jul 09,1997,StatusRetired,Success
1382,NASA,USA,Tue Jul 01,1997,StatusRetired,Success
1383,Arianespace,French Guiana,Wed Jun 25,1997,StatusRetired,Success
1384,CASC,China,Tue Jun 10,1997,StatusRetired,Success
1385,Arianespace,French Guiana,Tue Jun 03,1997,StatusRetired,Success
1386,Boeing,USA,Tue May 20,1997,StatusRetired,Success
1387,VKS RF,Kazakhstan,Tue May 20,1997,StatusRetired,Failure
1388,NASA,USA,Thu May 15,1997,StatusRetired,Success
1389,VKS RF,Russia,Wed May 14,1997,StatusRetired,Success
1390,CASC,China,Sun May 11,1997,StatusActive,Success
1391,Boeing,California,Mon May 05,1997,StatusRetired,Success
1392,Lockheed,USA,Fri Apr 25,1997,StatusRetired,Success
1393,Northrop,Gran Canaria,Mon Apr 21,1997,StatusActive,Success
1394,VKS RF,Russia,Thu Apr 17,1997,StatusRetired,Success
1395,Arianespace,French Guiana,Wed Apr 16,1997,StatusRetired,Success
1396,NASA,USA,Fri Apr 04,1997,StatusRetired,Success
1397,Lockheed,California,Fri Apr 04,1997,StatusRetired,Success
1398,ILS,USA,Sat Mar 08,1997,StatusRetired,Success
1400,Arianespace,French Guiana,Sat Mar 01,1997,StatusRetired,Success
1401,Lockheed,USA,Sun Feb 23,1997,StatusRetired,Success
1402,ILS,USA,Mon Feb 17,1997,StatusRetired,Success
1403,VKS RF,Russia,Fri Feb 14,1997,StatusRetired,Success
1404,ISAS,Japan,Wed Feb 12,1997,StatusRetired,Success
1405,NASA,USA,Tue Feb 11,1997,StatusRetired,Success
1406,Arianespace,French Guiana,Thu Jan 30,1997,StatusRetired,Success
1407,Boeing,USA,Fri Jan 17,1997,StatusRetired,Failure
1408,NASA,USA,Sun Jan 12,1997,StatusRetired,Success
1409,Lockheed,California,Fri Dec 20,1996,StatusRetired,Success
1410,VKS RF,Russia,Fri Dec 20,1996,StatusRetired,Success
1411,ILS,USA,Wed Dec 18,1996,StatusRetired,Success
1412,VKS RF,Kazakhstan,Wed Dec 11,1996,StatusRetired,Success
1413,NASA,USA,Sat Dec 07,1996,StatusRetired,Success
1414,Boeing,USA,Wed Dec 04,1996,StatusRetired,Success
1415,ILS,USA,Thu Nov 21,1996,StatusRetired,Success
1416,Arianespace,French Guiana,Wed Nov 13,1996,StatusRetired,Success
1417,Boeing,USA,Thu Nov 07,1996,StatusRetired,Success
1418,Northrop,California,Mon Nov 04,1996,StatusActive,Failure
1419,VKS RF,Russia,Thu Oct 24,1996,StatusRetired,Success
1420,CASC,China,Sun Oct 20,1996,StatusActive,Success
1421,NASA,USA,Mon Sep 16,1996,StatusRetired,Success
1422,Boeing,USA,Thu Sep 12,1996,StatusRetired,Success
1423,Arianespace,French Guiana,Wed Sep 11,1996,StatusRetired,Success
1424,ILS,USA,Sun Sep 08,1996,StatusRetired,Success
1425,VKS RF,Russia,Thu Sep 05,1996,StatusRetired,Success
1426,VKS RF,Kazakhstan,Wed Sep 04,1996,StatusRetired,Success
1427,RVSN USSR,Russia,Thu Aug 29,1996,StatusRetired,Success
1428,Northrop,California,Wed Aug 21,1996,StatusActive,Success
1429,CASC,China,Sun Aug 18,1996,StatusRetired,Partial Failure
1430,MHI,Japan,Sat Aug 17,1996,StatusRetired,Success
1431,VKS RF,Russia,Wed Aug 14,1996,StatusRetired,Success
1432,Arianespace,French Guiana,Thu Aug 08,1996,StatusRetired,Success
1433,Lockheed,USA,Thu Jul 25,1996,StatusRetired,Success
1434,Boeing,USA,Tue Jul 16,1996,StatusRetired,Success
1435,Arianespace,French Guiana,Tue Jul 09,1996,StatusRetired,Success
1436,CASC,China,Wed Jul 03,1996,StatusRetired,Success
1437,Lockheed,USA,Wed Jul 03,1996,StatusRetired,Success
1438,Northrop,California,Tue Jul 02,1996,StatusActive,Success
1439,NASA,USA,Thu Jun 20,1996,StatusRetired,Success
1440,Arianespace,French Guiana,Sat Jun 15,1996,StatusRetired,Success
1441,ESA,French Guiana,Tue Jun 04,1996,StatusRetired,Failure
1442,Boeing,USA,Fri May 24,1996,StatusRetired,Success
1443,NASA,USA,Sun May 19,1996,StatusRetired,Success
1444,Northrop,California,Fri May 17,1996,StatusRetired,Success
1445,Arianespace,French Guiana,Thu May 16,1996,StatusRetired,Success
1446,Lockheed,California,Sun May 12,1996,StatusRetired,Success
1447,Lockheed,USA,Tue Apr 30,1996,StatusRetired,Success
1448,Lockheed,USA,Wed Apr 24,1996,StatusRetired,Success
1449,VKS RF,Russia,Wed Apr 24,1996,StatusRetired,Success
1450,Boeing,California,Wed Apr 24,1996,StatusRetired,Success
1451,Arianespace,French Guiana,Sat Apr 20,1996,StatusRetired,Success
1452,ILS,USA,Wed Apr 03,1996,StatusRetired,Success
1453,Boeing,USA,Thu Mar 28,1996,StatusRetired,Success
1454,NASA,USA,Fri Mar 22,1996,StatusRetired,Success
1455,ISRO,India,Thu Mar 21,1996,StatusRetired,Success
1456,Arianespace,French Guiana,Thu Mar 14,1996,StatusRetired,Success
1457,Northrop,California,Sat Mar 09,1996,StatusActive,Success
1458,Boeing,California,Sat Feb 24,1996,StatusRetired,Success
1459,NASA,USA,Thu Feb 22,1996,StatusRetired,Success
1460,VKS RF,Russia,Mon Feb 19,1996,StatusRetired,Success
1461,Boeing,USA,Sat Feb 17,1996,StatusRetired,Success
1462,CASC,China,Wed Feb 14,1996,StatusActive,Failure
1463,Arianespace,French Guiana,Mon Feb 05,1996,StatusRetired,Success
1464,ILS,USA,Thu Feb 01,1996,StatusRetired,Success
1465,VKS RF,Russia,Tue Jan 16,1996,StatusRetired,Success
1466,Boeing,USA,Sun Jan 14,1996,StatusRetired,Success
1467,Arianespace,French Guiana,Fri Jan 12,1996,StatusRetired,Success
1468,NASA,USA,Thu Jan 11,1996,StatusRetired,Success
1469,Boeing,USA,Sat Dec 30,1995,StatusRetired,Success
1470,CASC,China,Thu Dec 28,1995,StatusRetired,Success
1471,VKS RF,Kazakhstan,Thu Dec 28,1995,StatusRetired,Success
1472,VKS RF,Kazakhstan,Wed Dec 20,1995,StatusRetired,Success
1473,Lockheed,USA,Fri Dec 15,1995,StatusRetired,Success
1474,Arianespace,French Guiana,Wed Dec 06,1995,StatusRetired,Success
1475,Lockheed,California,Tue Dec 05,1995,StatusRetired,Success
1476,Lockheed,USA,Sat Dec 02,1995,StatusRetired,Success
1477,CASC,China,Tue Nov 28,1995,StatusRetired,Success
1478,Arianespace,French Guiana,Fri Nov 17,1995,StatusRetired,Success
1479,NASA,USA,Sun Nov 12,1995,StatusRetired,Success
1480,Lockheed,USA,Mon Nov 06,1995,StatusRetired,Success
1481,Boeing,California,Sat Nov 04,1995,StatusRetired,Success
1482,VKS RF,Kazakhstan,Tue Oct 31,1995,StatusRetired,Success
1483,EER,Virginia,Mon Oct 23,1995,StatusRetired,Failure
1484,Lockheed,USA,Sun Oct 22,1995,StatusRetired,Success
1485,NASA,USA,Fri Oct 20,1995,StatusRetired,Success
1486,Arianespace,French Guiana,Thu Oct 19,1995,StatusRetired,Success
1487,VKS RF,Russia,Fri Oct 06,1995,StatusRetired,Partial Failure
1488,Arianespace,French Guiana,Sun Sep 24,1995,StatusRetired,Success
1489,NASA,USA,Thu Sep 07,1995,StatusRetired,Success
1490,Boeing,USA,Tue Sep 05,1995,StatusRetired,Partial Failure
1491,VKS RF,Russia,Thu Aug 31,1995,StatusRetired,Success
1492,Arianespace,French Guiana,Tue Aug 29,1995,StatusRetired,Success
1493,ILS,USA,Tue Aug 29,1995,StatusRetired,Success
1494,Lockheed,California,Tue Aug 15,1995,StatusRetired,Failure
1495,VKS RF,Russia,Wed Aug 09,1995,StatusRetired,Success
1496,Arianespace,French Guiana,Thu Aug 03,1995,StatusRetired,Success
1497,RVSN USSR,Russia,Wed Aug 02,1995,StatusRetired,Success
1498,Lockheed,USA,Mon Jul 31,1995,StatusRetired,Success
1499,NASA,USA,Thu Jul 13,1995,StatusRetired,Success
1500,Lockheed,USA,Mon Jul 10,1995,StatusRetired,Success
1501,Arianespace,French Guiana,Fri Jul 07,1995,StatusRetired,Success
1502,VKS RF,Russia,Wed Jul 05,1995,StatusRetired,Success
1503,NASA,USA,Tue Jun 27,1995,StatusRetired,Success
1504,Northrop,California,Thu Jun 22,1995,StatusActive,Failure
1505,Arianespace,French Guiana,Sat Jun 10,1995,StatusRetired,Success
1506,VKS RF,Kazakhstan,Thu Jun 08,1995,StatusRetired,Success
1507,Lockheed,USA,Wed May 31,1995,StatusRetired,Success
1508,VKS RF,Russia,Wed May 24,1995,StatusRetired,Success
1509,Lockheed,USA,Tue May 23,1995,StatusRetired,Success
1510,Arianespace,French Guiana,Wed May 17,1995,StatusRetired,Success
1511,Lockheed,USA,Sun May 14,1995,StatusRetired,Success
1512,Arianespace,French Guiana,Fri Apr 21,1995,StatusRetired,Success
1513,ILS,USA,Fri Apr 07,1995,StatusRetired,Success
1514,IAI,Israel,Wed Apr 05,1995,StatusRetired,Success
1515,Northrop,California,Mon Apr 03,1995,StatusRetired,Success
1516,Arianespace,French Guiana,Tue Mar 28,1995,StatusRetired,Success
1517,MITT,Russia,Tue Mar 28,1995,StatusRetired,Failure
1518,General Dynamics,California,Fri Mar 24,1995,StatusRetired,Success
1519,ILS,USA,Wed Mar 22,1995,StatusRetired,Success
1520,VKS RF,Russia,Wed Mar 22,1995,StatusRetired,Success
1521,MHI,Japan,Sat Mar 18,1995,StatusRetired,Success
1522,VKS RF,Russia,Thu Mar 02,1995,StatusRetired,Success
1523,NASA,USA,Thu Mar 02,1995,StatusRetired,Success
1524,NASA,USA,Fri Feb 03,1995,StatusRetired,Success
1525,Lockheed,USA,Sun Jan 29,1995,StatusRetired,Success
1526,CASC,China,Wed Jan 25,1995,StatusRetired,Failure
1527,VKS RF,Russia,Tue Jan 24,1995,StatusRetired,Success
1528,ISAS,Japan,Sun Jan 15,1995,StatusRetired,Partial Failure
1529,ILS,USA,Tue Jan 10,1995,StatusRetired,Success
1530,General Dynamics,California,Fri Dec 30,1994,StatusRetired,Success
1531,VKS RF,Kazakhstan,Mon Dec 26,1994,StatusRetired,Success
1532,VKS RF,Russia,Mon Dec 26,1994,StatusRetired,Success
1533,Martin Marietta,USA,Thu Dec 22,1994,StatusRetired,Success
1534,VKS RF,Russia,Tue Dec 20,1994,StatusRetired,Success
1535,VKS RF,Russia,Wed Dec 14,1994,StatusRetired,Success
1536,Arianespace,French Guiana,Thu Dec 01,1994,StatusRetired,Failure
1537,CASC,China,Tue Nov 29,1994,StatusActive,Partial Failure
1538,Lockheed,USA,Tue Nov 29,1994,StatusRetired,Success
1539,VKS RF,Russia,Tue Nov 29,1994,StatusRetired,Success
1540,VKS RF,Kazakhstan,Thu Nov 24,1994,StatusRetired,Success
1541,VKS RF,Kazakhstan,Fri Nov 04,1994,StatusRetired,Success
1542,NASA,USA,Thu Nov 03,1994,StatusRetired,Success
1543,VKS RF,Kazakhstan,Wed Nov 02,1994,StatusRetired,Success
1544,Boeing,USA,Tue Nov 01,1994,StatusRetired,Success
1545,Arianespace,French Guiana,Tue Nov 01,1994,StatusRetired,Success
1546,ISRO,India,Sat Oct 15,1994,StatusRetired,Success
1547,VKS RF,Russia,Tue Oct 11,1994,StatusRetired,Success
1548,Arianespace,French Guiana,Sat Oct 08,1994,StatusRetired,Success
1549,Lockheed,USA,Thu Oct 06,1994,StatusRetired,Success
1550,NASA,USA,Fri Sep 30,1994,StatusRetired,Success
1551,VKS RF,Russia,Tue Sep 27,1994,StatusRetired,Success
1552,NASA,USA,Fri Sep 09,1994,StatusRetired,Success
1553,Arianespace,French Guiana,Fri Sep 09,1994,StatusRetired,Success
1554,Northrop,California,Sat Sep 03,1994,StatusRetired,Success
1555,General Dynamics,California,Mon Aug 29,1994,StatusRetired,Success
1556,MHI,Japan,Sun Aug 28,1994,StatusRetired,Success
1557,CASC,China,Sat Aug 27,1994,StatusRetired,Success
1558,Martin Marietta,USA,Sat Aug 27,1994,StatusRetired,Success
1559,VKS RF,Kazakhstan,Fri Aug 26,1994,StatusRetired,Success
1560,VKS RF,Russia,Tue Aug 23,1994,StatusRetired,Success
1561,Arianespace,French Guiana,Wed Aug 10,1994,StatusRetired,Success
1562,VKS RF,Russia,Fri Aug 05,1994,StatusRetired,Success
1563,Lockheed,USA,Wed Aug 03,1994,StatusRetired,Success
1564,VKS RF,Russia,Tue Aug 02,1994,StatusRetired,Success
1565,CASC,China,Thu Jul 21,1994,StatusRetired,Success
1566,VKS RF,Russia,Thu Jul 14,1994,StatusRetired,Success
1567,Arianespace,French Guiana,Fri Jul 08,1994,StatusRetired,Success
1568,NASA,USA,Fri Jul 08,1994,StatusRetired,Success
1569,CASC,China,Sun Jul 03,1994,StatusActive,Success
1570,Northrop,California,Mon Jun 27,1994,StatusActive,Failure
1571,Lockheed,USA,Fri Jun 24,1994,StatusRetired,Success
1572,Arianespace,French Guiana,Fri Jun 17,1994,StatusRetired,Success
1573,VKS RF,Russia,Wed May 25,1994,StatusRetired,Failure
1574,Northrop,California,Thu May 19,1994,StatusRetired,Partial Failure
1575,ISRO,India,Wed May 04,1994,StatusRetired,Success
1576,Martin Marietta,USA,Tue May 03,1994,StatusRetired,Success
1577,VKS RF,Russia,Tue Apr 26,1994,StatusRetired,Success
1578,VKS RF,Kazakhstan,Sat Apr 23,1994,StatusRetired,Success
1579,Lockheed,USA,Wed Apr 13,1994,StatusRetired,Success
1580,NASA,USA,Sat Apr 09,1994,StatusRetired,Success
1581,Boeing,USA,Sat Mar 19,1994,StatusRetired,Success
1582,Northrop,California,Sun Mar 13,1994,StatusActive,Success
1583,Boeing,USA,Thu Mar 10,1994,StatusRetired,Success
1584,NASA,USA,Fri Mar 04,1994,StatusRetired,Success
1585,VKS RF,Russia,Wed Mar 02,1994,StatusRetired,Success
1586,VKS RF,Russia,Sat Feb 12,1994,StatusRetired,Success
1587,CASC,China,Tue Feb 08,1994,StatusActive,Success
1588,Martin Marietta,USA,Mon Feb 07,1994,StatusRetired,Success
1589,MHI,Japan,Thu Feb 03,1994,StatusRetired,Success
1590,NASA,USA,Thu Feb 03,1994,StatusRetired,Success
1591,Martin Marietta,California,Tue Jan 25,1994,StatusRetired,Success
1592,VKS RF,Russia,Tue Jan 25,1994,StatusRetired,Success
1593,Arianespace,French Guiana,Mon Jan 24,1994,StatusRetired,Failure
1594,VKS RF,Russia,Wed Dec 22,1993,StatusRetired,Success
1595,Arianespace,French Guiana,Sat Dec 18,1993,StatusRetired,Success
1596,General Dynamics,USA,Thu Dec 16,1993,StatusRetired,Success
1597,Boeing,USA,Wed Dec 08,1993,StatusRetired,Success
1598,NASA,USA,Thu Dec 02,1993,StatusRetired,Success
1599,General Dynamics,USA,Sun Nov 28,1993,StatusRetired,Success
1600,Arianespace,French Guiana,Sat Nov 20,1993,StatusRetired,Success
1601,VKS RF,Russia,Tue Nov 02,1993,StatusRetired,Success
1602,Boeing,USA,Tue Oct 26,1993,StatusRetired,Success
1603,VKS RF,Russia,Tue Oct 26,1993,StatusRetired,Success
1604,Arianespace,French Guiana,Fri Oct 22,1993,StatusRetired,Success
1605,NASA,USA,Mon Oct 18,1993,StatusRetired,Success
1606,CASC,China,Fri Oct 08,1993,StatusActive,Success
1607,Martin Marietta,California,Tue Oct 05,1993,StatusRetired,Failure
1608,Arianespace,French Guiana,Sun Sep 26,1993,StatusRetired,Success
1609,ISRO,India,Mon Sep 20,1993,StatusRetired,Failure
1610,VKS RF,Kazakhstan,Fri Sep 17,1993,StatusRetired,Success
1611,VKS RF,Kazakhstan,Thu Sep 16,1993,StatusRetired,Success
1612,NASA,USA,Sun Sep 12,1993,StatusRetired,Success
1613,General Dynamics,USA,Fri Sep 03,1993,StatusRetired,Success
1614,VKS RF,Russia,Tue Aug 31,1993,StatusRetired,Success
1615,Boeing,USA,Mon Aug 30,1993,StatusRetired,Success
1616,VKS RF,Russia,Tue Aug 10,1993,StatusRetired,Success
1617,General Dynamics,California,Mon Aug 09,1993,StatusRetired,Success
1618,VKS RF,Russia,Wed Aug 04,1993,StatusRetired,Success
1619,Martin Marietta,California,Mon Aug 02,1993,StatusRetired,Failure
1620,Arianespace,French Guiana,Thu Jul 22,1993,StatusRetired,Success
1621,General Dynamics,USA,Mon Jul 19,1993,StatusRetired,Success
1622,VKS RF,Kazakhstan,Wed Jul 07,1993,StatusRetired,Success
1623,Boeing,USA,Sat Jun 26,1993,StatusRetired,Success
1624,Arianespace,French Guiana,Fri Jun 25,1993,StatusRetired,Success
1625,VKS RF,Russia,Thu Jun 24,1993,StatusRetired,Success
1626,NASA,USA,Mon Jun 21,1993,StatusRetired,Success
1627,VKS RF,Russia,Wed Jun 16,1993,StatusRetired,Success
1628,VKS RF,Russia,Wed May 26,1993,StatusRetired,Success
1629,Boeing,USA,Thu May 13,1993,StatusRetired,Success
1630,Arianespace,French Guiana,Wed May 12,1993,StatusRetired,Success
1631,VKS RF,Russia,Tue May 11,1993,StatusRetired,Success
1632,VKS RF,Kazakhstan,Wed Apr 28,1993,StatusRetired,Success
1633,NASA,USA,Mon Apr 26,1993,StatusRetired,Success
1634,Northrop,California,Sun Apr 25,1993,StatusRetired,Success
1635,VKS RF,Russia,Wed Apr 21,1993,StatusRetired,Success
1636,VKS RF,Russia,Fri Apr 16,1993,StatusRetired,Success
1637,VKS RF,Russia,Fri Apr 09,1993,StatusRetired,Success
1638,NASA,USA,Thu Apr 08,1993,StatusRetired,Success
1639,VKS RF,Russia,Tue Apr 06,1993,StatusRetired,Success
1640,VKS RF,Russia,Thu Apr 01,1993,StatusRetired,Success
1641,VKS RF,Kazakhstan,Tue Mar 30,1993,StatusRetired,Success
1642,Boeing,USA,Tue Mar 30,1993,StatusRetired,Success
1643,VKS RF,Kazakhstan,Fri Mar 26,1993,StatusRetired,Success
1644,General Dynamics,USA,Thu Mar 25,1993,StatusRetired,Failure
1645,MITT,Russia,Thu Mar 25,1993,StatusActive,Success
1646,VKS RF,Russia,Tue Mar 16,1993,StatusRetired,Success
1647,ISAS,Japan,Sat Feb 20,1993,StatusRetired,Success
1648,Northrop,USA,Tue Feb 09,1993,StatusRetired,Success
1649,VKS RF,Russia,Tue Feb 09,1993,StatusRetired,Success
1650,Boeing,USA,Wed Feb 03,1993,StatusRetired,Success
1651,VKS RF,Russia,Tue Jan 26,1993,StatusRetired,Success
1652,NASA,USA,Wed Jan 13,1993,StatusRetired,Success
